单字	拆分	编码权重	词库权重
𧣽	角隹	-1000	100
𧣾	角虎	-1000	100
𧣿	角立	-1000	100
𧤀	角小	-1000	100
𧤁	角土八夊	-1000	100
𧤂	土八夊角	-1000	100
𧤃	角田丌	-1000	100
𧤄	角入入丄儿	-1000	100
𧤅	戈口一角	-1000	100
𧤆	角弓⺈小	-1000	100
𧤇	角木	-1000	100
𧤈	角廿木	-1000	100
𧤉	角口乚⺝	-1000	100
𧤊	牛巾刂角	-1000	100
𧤋	角幺幺廾	-1000	100
𧤌	角大夕夕	-1000	100
𧤍	角冖巾	-1000	100
𧤎	角宀一日一	-1000	100
𧤏	角口耳	-1000	100
𧤐	角冎口	-1000	100
𧤑	臼大角	-1000	100
𧤒	角革	-1000	100
𧤓	角工⺼	-1000	100
𧤔	角癶殳	-1000	100
𧤕	角丷酉	-1000	100
𧤖	角田一	-1000	100
𧤗	角山而	-1000	100
𧤘	日疋角	-1000	100
𧤙	禾火角	-1000	100
𧤚	角亠曰小	-1000	100
𧤛	角㇏禾	-1000	100
𧤜	角鬲	-1000	100
𧤝	角卩田	-1000	100
𧤞	角冖方	-1000	100
𧤟	角气米	-1000	100
𧤠	角舛木	-1000	100
𧤡	角土攵	-1000	100
𧤢	角角乃	-1000	100
𧤣	角⺿日十	-1000	100
𧤤	角隹乃	-1000	100
𧤥	角虍文	-1000	100
𧤦	角口冂口	-1000	100
𧤧	角虍殳	-1000	100
𧤨	角日宀女	-1000	100
𧤩	角罒水	-1000	100
𧤪	角隹乃	-1000	100
𧤫	角虍人	-1000	100
𧤬	角丿巳而	-1000	100
𧤭	巴角刀牛	-1000	100
𧤮	角口口	-1000	100
𧤯	角囗戈口一	-1000	100
𧤰	角豆斗	-1000	100
𧤱	角⺿辛	-1000	100
𧤲	角豕灬	-1000	100
𧤳	角一肀女才	-1000	100
𧤴	士殳角	-1000	100
𧤵	角臣又土	-1000	100
𧤶	角豕心	-1000	100
𧤷	角爫豕	-1000	100
𧤸	角囟八夊	-1000	100
𧤹	扌隹角	-1000	100
𧤺	角大耂日	-1000	100
𧤻	角艹一艹	-1000	100
𧤼	角厂䒑欠	-1000	100
𧤽	角門月	-1000	100
𧤾	角矛口	-1000	100
𧤿	角山未攴	-1000	100
𧥀	口一戈口一角	-1000	100
𧥁	角刀牛丿冂口	-1000	100
𧥂	角羽人⺗	-1000	100
𧥃	角阝丷豕	-1000	100
𧥄	角口耳	-1000	100
𧥅	角山隹乃	-1000	100
𧥆	士冖一角木口	-1000	100
𧥇	角山鬼	-1000	100
𧥈	角臣一皿	-1000	100
𧥉	角豕	-1000	100
𧥊	角罒欠	-1000	100
𧥋	角羽隹	-1000	100
𧥌	角广黃	-1000	100
𧥍	角灬	-1000	100
𧥎	角⺈目攴	-1000	100
𧥏	角隹口	-1000	100
𧥐	角	-1000	100
𧥑	戈口一戈口一角	-1000	100
𧥒	角兔兔	-1000	100
𧥓	角㲋兔	-1000	100
𧥔	巴角罒勹虫	-1000	100
𧥕	角止匕黾	-1000	100
𧥖	角一一	-1000	100
𧥗	角一冂人一冂人鹿	-1000	100
𧥘	角隹罒勹虫	-1000	100
𧥙	戊一口戊一口角攴	-1000	100
𧥚	戊一口戊一口攴角	-1000	100
𧥛	言	-1000	100
𧥜	言	-1000	100
𧥝	言	-1000	100
𧥞	言丨	-1000	100
𧥟	言	-1000	100
𧥠	九言	-1000	100
𧥡	言廴	-1000	100
𧥢	大言	-1000	100
𧥣	言口	-1000	100
𧥤	言尸	-1000	100
𧥥	巛言	-1000	100
𧥦	言二ㄅ	-1000	100
𧥧	夕言	-1000	100
𧥨	言十㇗	-1000	100
𧥩	言尢	-1000	100
𧥪	言㐄	-1000	100
𧥫	言丿七	-1000	100
𧥬	言丿几	-1000	100
𧥭	言一九	-1000	100
𧥮	言一彑	-1000	100
𧥯	言㸦	-1000	100
𧥰	言亻乃	-1000	100
𧥱	言夫	-1000	100
𧥲	勹言	-1000	100
𧥳	言屮一	-1000	100
𧥴	言卩	-1000	100
𧥵	言日	-1000	100
𧥶	言王	-1000	100
𧥷	言气	-1000	100
𧥸	言牛	-1000	100
𧥹	言	-1000	100
𧥺	言勹二	-1000	100
𧥻	勹二言	-1000	100
𧥼	言云	-1000	100
𧥽	六言	-1000	100
𧥾	言戈	-1000	100
𧥿	水言	-1000	100
𧦀	言又又	-1000	100
𧦁	言人人	-1000	100
𧦂	言ㄅ大	-1000	100
𧦃	言予	-1000	100
𧦄	言氏	-1000	100
𧦅	言匸㐅	-1000	100
𧦆	言又凵	-1000	100
𧦇	言	-1000	100
𧦈	言戶	-1000	100
𧦉	言一⺊ㄅ	-1000	100
𧦊	日言	-1000	100
𧦋	言水	-1000	100
𧦌	言手	-1000	100
𧦍	言勹	-1000	100
𧦎	言丿口	-1000	100
𧦏	言一冂乚	-1000	100
𧦐	言爪	-1000	100
𧦑	言亠几	-1000	100
𧦒	言弓一	-1000	100
𧦓	言片	-1000	100
𧦔	几言十	-1000	100
𧦕	言十几	-1000	100
𧦖	言丿	-1000	100
𧦗	月言	-1000	100
𧦘	言冂又	-1000	100
𧦙	又凵言	-1000	100
𧦚	言一幺	-1000	100
𧦛	言勹又	-1000	100
𧦜	言人小	-1000	100
𧦝	言丿丷	-1000	100
𧦞	言巾	-1000	100
𧦟	言丿之	-1000	100
𧦠	言厂⺋	-1000	100
𧦡	言厂干	-1000	100
𧦢	言口一ㄅ	-1000	100
𧦣	言亠女	-1000	100
𧦤	言力口	-1000	100
𧦥	母言	-1000	100
𧦦	言冂土	-1000	100
𧦧	言也	-1000	100
𧦨	言夕卜	-1000	100
𧦩	言匚也	-1000	100
𧦪	工力言	-1000	100
𧦫	言㠯	-1000	100
𧦬	工几言	-1000	100
𧦭	言亻也	-1000	100
𧦮	言弓丶	-1000	100
𧦯	言一勹	-1000	100
𧦰	言立	-1000	100
𧦱	言	-1000	100
𧦲	力口言	-1000	100
𧦳	言石	-1000	100
𧦴	癶言	-1000	100
𧦵	言田	-1000	100
𧦶	言丿一口	-1000	100
𧦷	言勹乂㇗	-1000	100
𧦸	干冂言	-1000	100
𧦹	言木一	-1000	100
𧦺	言一	-1000	100
𧦻	言丿八一ㄅ	-1000	100
𧦼	言瓜	-1000	100
𧦽	言⺈小	-1000	100
𧦾	言又	-1000	100
𧦿	言一冂人	-1000	100
𧧀	言瓦	-1000	100
𧧁	夕⺋言	-1000	100
𧧂	言小	-1000	100
𧧃	言	-1000	100
𧧄	言亡女	-1000	100
𧧅	言一口	-1000	100
𧧆	言	-1000	100
𧧇	言乃木	-1000	100
𧧈	言糸	-1000	100
𧧉	言广丿七	-1000	100
𧧊	言一巳	-1000	100
𧧋	言歹刂	-1000	100
𧧌	言⺊一小	-1000	100
𧧍	言西	-1000	100
𧧎	言⺊一一卜	-1000	100
𧧏	女口言	-1000	100
𧧐	言戊一	-1000	100
𧧑	厂言	-1000	100
𧧒	言木冂	-1000	100
𧧓	言血	-1000	100
𧧔	言舟	-1000	100
𧧕	言宀子	-1000	100
𧧖	言臼	-1000	100
𧧗	言㐅凵儿	-1000	100
𧧘	言刀巴	-1000	100
𧧙	言又	-1000	100
𧧚	言冊	-1000	100
𧧛	言冂二二	-1000	100
𧧜	言冂乂乂	-1000	100
𧧝	言厂牙	-1000	100
𧧞	爫言又	-1000	100
𧧟	言十戈	-1000	100
𧧠	言彐彐	-1000	100
𧧡	言厶	-1000	100
𧧢	言亡	-1000	100
𧧣	言亠㐅凵	-1000	100
𧧤	言䒑大	-1000	100
𧧥	言曲	-1000	100
𧧦	言丿冂口	-1000	100
𧧧	冂乂乂言	-1000	100
𧧨	言几木	-1000	100
𧧩	言亠	-1000	100
𧧪	言聿	-1000	100
𧧫	言尸工	-1000	100
𧧬	十戈言	-1000	100
𧧭	言夂㐄	-1000	100
𧧮	言亡巛	-1000	100
𧧯	言光	-1000	100
𧧰	言臣	-1000	100
𧧱	言山	-1000	100
𧧲	言儿	-1000	100
𧧳	言大㐄	-1000	100
𧧴	言入㇗心	-1000	100
𧧵	言大入入	-1000	100
𧧶	言亼木	-1000	100
𧧷	言一氺丶	-1000	100
𧧸	言口刀刂	-1000	100
𧧹	亻口八言	-1000	100
𧧺	言匕土	-1000	100
𧧻	言亻	-1000	100
𧧼	言宀夕一	-1000	100
𧧽	言夂丰	-1000	100
𧧾	言貝	-1000	100
𧧿	爻子言	-1000	100
𧨀	言人人土	-1000	100
𧨁	羊言	-1000	100
𧨂	言亻可	-1000	100
𧨃	言土	-1000	100
𧨄	言艹二ㄅ	-1000	100
𧨅	⺿土言	-1000	100
𧨆	言	-1000	100
𧨇	言尸木	-1000	100
𧨈	工人人言	-1000	100
𧨉	言亡	-1000	100
𧨊	言厂	-1000	100
𧨋	言冂一止	-1000	100
𧨌	言大大一	-1000	100
𧨍	亻口八言	-1000	100
𧨎	言宀二儿	-1000	100
𧨏	言冖且	-1000	100
𧨐	言文女	-1000	100
𧨑	言了	-1000	100
𧨒	言一日	-1000	100
𧨓	言日廴	-1000	100
𧨔	言⺿亡	-1000	100
𧨕	言儿	-1000	100
𧨖	言角	-1000	100
𧨗	言干火	-1000	100
𧨘	言一廾彡	-1000	100
𧨙	言乚土土	-1000	100
𧨚	言日土	-1000	100
𧨛	言目	-1000	100
𧨜	言厶⺼	-1000	100
𧨝	言口	-1000	100
𧨞	言爫大	-1000	100
𧨟	言言	-1000	100
𧨠	言穴又	-1000	100
𧨡	言丿口	-1000	100
𧨢	言⺸	-1000	100
𧨣	冂人口言	-1000	100
𧨤	言日工	-1000	100
𧨥	言刀日	-1000	100
𧨦	言一皿	-1000	100
𧨧	阝工言	-1000	100
𧨨	言心丿山	-1000	100
𧨩	言一大⺗	-1000	100
𧨪	言攴⺼	-1000	100
𧨫	言大	-1000	100
𧨬	言田丌	-1000	100
𧨭	臣人言	-1000	100
𧨮	言阜	-1000	100
𧨯	言木	-1000	100
𧨰	言牛巾刂	-1000	100
𧨱	言广氏丶	-1000	100
𧨲	言	-1000	100
𧨳	言⺊日十	-1000	100
𧨴	言一口	-1000	100
𧨵	言厂缶	-1000	100
𧨶	言⺿丿大	-1000	100
𧨷	言止⺼	-1000	100
𧨸	言	-1000	100
𧨹	言彑氺	-1000	100
𧨺	戈言	-1000	100
𧨻	亻艹言	-1000	100
𧨼	言⺊	-1000	100
𧨽	言阝亻寸	-1000	100
𧨾	言⺳木	-1000	100
𧨿	言工白	-1000	100
𧩀	言亻夕夕	-1000	100
𧩁	水言水	-1000	100
𧩂	言二勹方	-1000	100
𧩃	言⺿爻	-1000	100
𧩄	言一人人工	-1000	100
𧩅	言广七夊	-1000	100
𧩆	言匚コ土	-1000	100
𧩇	言心及	-1000	100
𧩈	言户犬	-1000	100
𧩉	言广人	-1000	100
𧩊	言大丷二ㄅ	-1000	100
𧩋	木木言	-1000	100
𧩌	言子皿	-1000	100
𧩍	言日ㄅ大	-1000	100
𧩎	言日勹	-1000	100
𧩏	冫⺈厂八言	-1000	100
𧩐	言虍人	-1000	100
𧩑	言口乚⺝	-1000	100
𧩒	言彡母	-1000	100
𧩓	言勹心	-1000	100
𧩔	言广	-1000	100
𧩕	言立女	-1000	100
𧩖	言ヿ土ヿ土	-1000	100
𧩗	言工厂尢	-1000	100
𧩘	言羽	-1000	100
𧩙	言日一廴	-1000	100
𧩚	言大氺	-1000	100
𧩛	言勹日一ㄅ	-1000	100
𧩜	言廿木	-1000	100
𧩝	言月	-1000	100
𧩞	耳又言	-1000	100
𧩟	言厶心	-1000	100
𧩠	言几一白	-1000	100
𧩡	言尚	-1000	100
𧩢	言止匕口	-1000	100
𧩣	言巛囟	-1000	100
𧩤	言面	-1000	100
𧩥	未攵言	-1000	100
𧩦	言一ㄅ口又一	-1000	100
𧩧	言广廿又	-1000	100
𧩨	言亻矢	-1000	100
𧩩	言⺈厂矢	-1000	100
𧩪	言勹丶心	-1000	100
𧩫	言大夕夕	-1000	100
𧩬	言頁	-1000	100
𧩭	言工⺼	-1000	100
𧩮	言穴人又	-1000	100
𧩯	言广䒑	-1000	100
𧩰	言穴之	-1000	100
𧩱	言尸䒑廾	-1000	100
𧩲	言木口刂	-1000	100
𧩳	言⺿	-1000	100
𧩴	言尸匕木	-1000	100
𧩵	言言	-1000	100
𧩶	言丰刀大	-1000	100
𧩷	言夕⺋心	-1000	100
𧩸	言亼口廾	-1000	100
𧩹	言方也	-1000	100
𧩺	言彳艮	-1000	100
𧩻	言㇏一大	-1000	100
𧩼	言土攵	-1000	100
𧩽	言子	-1000	100
𧩾	臣一言	-1000	100
𧩿	言弓弓	-1000	100
𧪀	言己工工	-1000	100
𧪁	言也辶	-1000	100
𧪂	言勹日子	-1000	100
𧪃	言入言	-1000	100
𧪄	言亻言	-1000	100
𧪅	言女又心	-1000	100
𧪆	言⺿可	-1000	100
𧪇	言大耳	-1000	100
𧪈	言䒑月刂	-1000	100
𧪉	言大衣	-1000	100
𧪊	言⺊口灬	-1000	100
𧪋	言艹心丿	-1000	100
𧪌	言⺊龰	-1000	100
𧪍	言日皿	-1000	100
𧪎	言口虫	-1000	100
𧪏	言田一	-1000	100
𧪐	言⺿干丷	-1000	100
𧪑	言香	-1000	100
𧪒	言白水	-1000	100
𧪓	言田⽱	-1000	100
𧪔	罒刀刀言	-1000	100
𧪕	言二コ又	-1000	100
𧪖	言戈工八	-1000	100
𧪗	言千人人凵	-1000	100
𧪘	言工	-1000	100
𧪙	言山禾刂	-1000	100
𧪚	言山豆	-1000	100
𧪛	言烏	-1000	100
𧪜	言䒑月	-1000	100
𧪝	言禾北	-1000	100
𧪞	言土厶皿	-1000	100
𧪟	言罒	-1000	100
𧪠	言疒矢	-1000	100
𧪡	言老日	-1000	100
𧪢	言气米	-1000	100
𧪣	言乛水一灬	-1000	100
𧪤	言虍攵	-1000	100
𧪥	言虍丁	-1000	100
𧪦	言⺜羽	-1000	100
𧪧	言	-1000	100
𧪨	言馬	-1000	100
𧪩	言自心	-1000	100
𧪪	言冂大皿	-1000	100
𧪫	言囟匕	-1000	100
𧪬	言糸	-1000	100
𧪭	言刀田	-1000	100
𧪮	言⺿大二ㄅ	-1000	100
𧪯	言口丄㠯	-1000	100
𧪰	工言	-1000	100
𧪱	言勹日一ㄅ	-1000	100
𧪲	言辶	-1000	100
𧪳	言囟心	-1000	100
𧪴	言犭山王	-1000	100
𧪵	鬼言	-1000	100
𧪶	言忄十冖子	-1000	100
𧪷	甘言斤	-1000	100
𧪸	言一冂土	-1000	100
𧪹	言宀辛	-1000	100
𧪺	言亼	-1000	100
𧪻	言立立	-1000	100
𧪼	言口貝	-1000	100
𧪽	言一业日	-1000	100
𧪾	言子丿糸	-1000	100
𧪿	言一冂土	-1000	100
𧫀	言衣	-1000	100
𧫁	言土口	-1000	100
𧫂	言車子	-1000	100
𧫃	艹⺗言	-1000	100
𧫄	言髟	-1000	100
𧫅	言虍手	-1000	100
𧫆	言儿	-1000	100
𧫇	言巛貝	-1000	100
𧫈	言月亼口	-1000	100
𧫉	言土土心	-1000	100
𧫊	戈口一彡言	-1000	100
𧫋	䒑月言	-1000	100
𧫌	言止⺝刂	-1000	100
𧫍	言自王	-1000	100
𧫎	言冫欠心	-1000	100
𧫏	鬼言	-1000	100
𧫐	言厶龰⺝	-1000	100
𧫑	言⺮及	-1000	100
𧫒	言宀亠人人十	-1000	100
𧫓	言鹵	-1000	100
𧫔	言土	-1000	100
𧫕	言又示	-1000	100
𧫖	言田糸	-1000	100
𧫗	言大爻爻	-1000	100
𧫘	言儿言儿	-1000	100
𧫙	言音儿	-1000	100
𧫚	言艹冖巾	-1000	100
𧫛	言丶水	-1000	100
𧫜	旡言	-1000	100
𧫝	言囟八夊	-1000	100
𧫞	言尸	-1000	100
𧫟	言隹ㄥ大	-1000	100
𧫠	言土	-1000	100
𧫡	言土	-1000	100
𧫢	言亡月王	-1000	100
𧫣	木口攵言	-1000	100
𧫤	言田艹	-1000	100
𧫥	言广大日乚	-1000	100
𧫦	匸矢殳言	-1000	100
𧫧	言亼乛酉	-1000	100
𧫨	言广屮目	-1000	100
𧫩	言廿㒳	-1000	100
𧫪	言虍人	-1000	100
𧫫	言彐月殳	-1000	100
𧫬	木㇗攵厂言	-1000	100
𧫭	言大大一日	-1000	100
𧫮	言尸丿丿干	-1000	100
𧫯	北广工言	-1000	100
𧫰	言广一龰	-1000	100
𧫱	言音十	-1000	100
𧫲	言戶册	-1000	100
𧫳	言戊⺊一小	-1000	100
𧫴	言⺿口	-1000	100
𧫵	言丷夫十廾	-1000	100
𧫶	言山亼	-1000	100
𧫷	木口欠言	-1000	100
𧫸	言⺮皮	-1000	100
𧫹	⺈厂八言亽龴	-1000	100
𧫺	言冫欠皿	-1000	100
𧫻	言木口辶	-1000	100
𧫼	言麻	-1000	100
𧫽	言广廿火	-1000	100
𧫾	言小尤	-1000	100
𧫿	言工口寸	-1000	100
𧬀	言厶厶厶糸	-1000	100
𧬁	言自冫十	-1000	100
𧬂	言力口貝	-1000	100
𧬃	言止止止	-1000	100
𧬄	言身矢	-1000	100
𧬅	言尸耂日	-1000	100
𧬆	言羊䒑口	-1000	100
𧬇	言士冖豆	-1000	100
𧬈	言亼口羽	-1000	100
𧬉	日屮凵大言	-1000	100
𧬊	斤言	-1000	100
𧬋	言癶弓殳	-1000	100
𧬌	言口口口山	-1000	100
𧬍	言冖巾口	-1000	100
𧬎	言厂禾禾	-1000	100
𧬏	言⺿犬廾	-1000	100
𧬐	言而而	-1000	100
𧬑	亻人人人人厂言	-1000	100
𧬒	言曰罒方	-1000	100
𧬓	大言	-1000	100
𧬔	言木	-1000	100
𧬕	言十口辛	-1000	100
𧬖	言⺿癶文	-1000	100
𧬗	言木	-1000	100
𧬘	言門日	-1000	100
𧬙	言宀一口田	-1000	100
𧬚	言由方阝	-1000	100
𧬛	言	-1000	100
𧬜	言斤	-1000	100
𧬝	言⺿癶夕	-1000	100
𧬞	言⻗云	-1000	100
𧬟	言止匕日丿十	-1000	100
𧬠	言禾人氺	-1000	100
𧬡	言丿人人人人土	-1000	100
𧬢	言人人人人日	-1000	100
𧬣	音言戈	-1000	100
𧬤	言立田土	-1000	100
𧬥	言耂日阝	-1000	100
𧬦	言⺈⺈	-1000	100
𧬧	言⺿癶一大	-1000	100
𧬨	言止戊一	-1000	100
𧬩	言丿大韭	-1000	100
𧬪	言冖車辶	-1000	100
𧬫	言䒑月刂灬	-1000	100
𧬬	言业䒑未	-1000	100
𧬭	言鬲㐄	-1000	100
𧬮	言目目大	-1000	100
𧬯	言宀巳	-1000	100
𧬰	乡丶阝言	-1000	100
𧬱	言門可	-1000	100
𧬲	言尸氺屮凵	-1000	100
𧬳	言罒大	-1000	100
𧬴	言囗⺝	-1000	100
𧬵	言亠人人十	-1000	100
𧬶	言羽人彡	-1000	100
𧬷	言虍豕	-1000	100
𧬸	言丷夫言	-1000	100
𧬹	言曲豆	-1000	100
𧬺	言艹冖巾	-1000	100
𧬻	言土羊辶	-1000	100
𧬼	言耳口	-1000	100
𧬽	言几鳥	-1000	100
𧬾	言幺幺言	-1000	100
𧬿	言千人人人人	-1000	100
𧭀	言⺮口刀刂	-1000	100
𧭁	屮凵人人攵言	-1000	100
𧭂	言宀又示	-1000	100
𧭃	夫夫⺈厂八言	-1000	100
𧭄	言巛⺽木	-1000	100
𧭅	言臣月王	-1000	100
𧭆	言龠	-1000	100
𧭇	言白穴方	-1000	100
𧭈	言宀心皿丁	-1000	100
𧭉	言一	-1000	100
𧭊	言⺿冖一豕	-1000	100
𧭋	言尸辛辶	-1000	100
𧭌	言而大瓦	-1000	100
𧭍	言耳又亻人人	-1000	100
𧭎	言亻业⺶㇏	-1000	100
𧭏	言士口冖土	-1000	100
𧭐	匕矢龴疋言	-1000	100
𧭑	言目目瓜	-1000	100
𧭒	冂一口冖言	-1000	100
𧭓	言火火冖火	-1000	100
𧭔	舟羽入言	-1000	100
𧭕	言爫一ㄅ巾巾	-1000	100
𧭖	言丿扌	-1000	100
𧭗	言臣皿	-1000	100
𧭘	言立立日	-1000	100
𧭙	言冖一豕	-1000	100
𧭚	言言丷口儿	-1000	100
𧭛	言言言	-1000	100
𧭜	言虍田心	-1000	100
𧭝	言艹又示	-1000	100
𧭞	言巛	-1000	100
𧭟	言尸氺牛辶	-1000	100
𧭠	言宀臼勹灬	-1000	100
𧭡	言厂⺿田⽱	-1000	100
𧭢	言貝	-1000	100
𧭣	言爫寸虎	-1000	100
𧭤	言日艹氺	-1000	100
𧭥	言白幺幺木	-1000	100
𧭦	言⺈目攴	-1000	100
𧭧	言广廿灬辶	-1000	100
𧭨	亻人人人人工言	-1000	100
𧭩	言廿口人丷土	-1000	100
𧭪	言艹一人人丨人人丨	-1000	100
𧭫	言口⺸	-1000	100
𧭬	言目目大	-1000	100
𧭭	爿厂亻隹言	-1000	100
𧭮	言自方	-1000	100
𧭯	言亻人人人人工	-1000	100
𧭰	言广黃	-1000	100
𧭱	言覀大巳辶	-1000	100
𧭲	言工黑	-1000	100
𧭳	可可可言	-1000	100
𧭴	言罒土口	-1000	100
𧭵	言鬼未	-1000	100
𧭶	言戊一口糸	-1000	100
𧭷	言魚日	-1000	100
𧭸	言歺又韭	-1000	100
𧭹	止頁言	-1000	100
𧭺	言日⺸	-1000	100
𧭻	言戊一口言	-1000	100
𧭼	言立木見	-1000	100
𧭽	言⺿止匕言	-1000	100
𧭾	言人貝	-1000	100
𧭿	罒刀刀言言	-1000	100
𧮀	罒人人言言	-1000	100
𧮁	言⺿夕一又	-1000	100
𧮂	言儿儿曰	-1000	100
𧮃	言廿口北火	-1000	100
𧮄	言山隹	-1000	100
𧮅	言罒一口辶	-1000	100
𧮆	言貝貝女	-1000	100
𧮇	言艹田⽱辶	-1000	100
𧮈	言宀足	-1000	100
𧮉	言⺿亻人人人人二ㄅ	-1000	100
𧮊	言鬼言	-1000	100
𧮋	言山隹冂䒑丨	-1000	100
𧮌	言糹糹勹巳	-1000	100
𧮍	言門音	-1000	100
𧮎	言宀言	-1000	100
𧮏	言臼囟禸	-1000	100
𧮐	阝爫工彐心言	-1000	100
𧮑	言門⺜羽	-1000	100
𧮒	言匸矢殳酉	-1000	100
𧮓	言鬼隹	-1000	100
𧮔	言日屮凵大米	-1000	100
𧮕	言門馬	-1000	100
𧮖	言儿儿艹	-1000	100
𧮗	言言言心	-1000	100
𧮘	言冖車冖車	-1000	100
𧮙	业臼殳言	-1000	100
𧮚	言⺿田⽱虫	-1000	100
𧮛	言亠㐅凵禸隹	-1000	100
𧮜	言口口厂爫十口又	-1000	100
𧮝	氵止頁言	-1000	100
𧮞	言目目隹又	-1000	100
𧮟	言言言	-1000	100
𧮠	言麻香	-1000	100
𧮡	言言巛貝	-1000	100
𧮢	言田田田糸	-1000	100
𧮣	貝貝言言	-1000	100
𧮤	言臣罒見	-1000	100
𧮥	口口口舌舌言	-1000	100
𧮦	言言言言	-1000	100
𧮧	言艹門木囗丷	-1000	100
𧮨	言衣口口己工爻	-1000	100
𧮩	龍龍言	-1000	100
𧮪	讠⺊口	-1000	100
𧮫	谷	-1000	100
𧮬	谷⺄十	-1000	100
𧮭	谷丸	-1000	100
𧮮	谷千	-1000	100
𧮯	厶谷	-1000	100
𧮰	谷亼乛	-1000	100
𧮱	谷八刀	-1000	100
𧮲	⺊冖谷	-1000	100
𧮳	谷甘	-1000	100
𧮴	谷十口	-1000	100
𧮵	谷亼口	-1000	100
𧮶	谷一口	-1000	100
𧮷	谷⺄凵	-1000	100
𧮸	虍谷又	-1000	100
𧮹	谷由一ㄅ	-1000	100
𧮺	谷戈戈	-1000	100
𧮻	谷⺆土口	-1000	100
𧮼	亠㐅凵冂谷	-1000	100
𧮽	谷虎	-1000	100
𧮾	爫夫谷	-1000	100
𧮿	谷人	-1000	100
𧯀	谷⺿冂大	-1000	100
𧯁	谷亻矢	-1000	100
𧯂	谷⺈厂矢	-1000	100
𧯃	谷戊一口	-1000	100
𧯄	香谷	-1000	100
𧯅	谷香	-1000	100
𧯆	谷宀丰口	-1000	100
𧯇	谷竜	-1000	100
𧯈	谷小曰小	-1000	100
𧯉	宀谷谷	-1000	100
𧯊	谷小丿曰小	-1000	100
𧯋	谷門牙	-1000	100
𧯌	谷自冫十隹	-1000	100
𧯍	谷火火冖力	-1000	100
𧯎	谷門月	-1000	100
𧯏	厂禾禾谷	-1000	100
𧯐	谷曰罒一	-1000	100
𧯑	谷門日	-1000	100
𧯒	谷丷囗⺌曰	-1000	100
𧯓	谷門可	-1000	100
𧯔	谷自田丿十	-1000	100
𧯕	谷目	-1000	100
𧯖	谷虍目	-1000	100
𧯗	谷⻗爫幺大	-1000	100
𧯘	谷門工耳攵	-1000	100
𧯙	谷口口口工人人	-1000	100
𧯚	豆	-1000	100
𧯛	豆	-1000	100
𧯜	宀豆	-1000	100
𧯝	豆丿七	-1000	100
𧯞	豆斤	-1000	100
𧯟	夫豆	-1000	100
𧯠	豆句	-1000	100
𧯡	夕⺋豆	-1000	100
𧯢	乛水豆	-1000	100
𧯣	土八豆	-1000	100
𧯤	豆	-1000	100
𧯥	十戈豆	-1000	100
𧯦	丷夫豆	-1000	100
𧯧	土豆	-1000	100
𧯨	豆夕夕	-1000	100
𧯩	豆足	-1000	100
𧯪	豆丷弓	-1000	100
𧯫	癶豆丁	-1000	100
𧯬	豆一巛工	-1000	100
𧯭	豆	-1000	100
𧯮	丰丰豆	-1000	100
𧯯	豆	-1000	100
𧯰	豆⺈臼	-1000	100
𧯱	豆戈口一	-1000	100
𧯲	豆木人人	-1000	100
𧯳	宀夕⺋豆	-1000	100
𧯴	木木豆	-1000	100
𧯵	豆㇏	-1000	100
𧯶	山豆可	-1000	100
𧯷	⺿乛水豆	-1000	100
𧯸	士冖豆殳	-1000	100
𧯹	音豆	-1000	100
𧯺	六乂山豆	-1000	100
𧯻	壴不口	-1000	100
𧯼	壴⺆土口	-1000	100
𧯽	丰丰凵豆	-1000	100
𧯾	壴木日	-1000	100
𧯿	壴白丿十	-1000	100
𧰀	壴山又口	-1000	100
𧰁	豆一幺幺土	-1000	100
𧰂	豆⺜羽	-1000	100
𧰃	豆口丨女	-1000	100
𧰄	子山豆	-1000	100
𧰅	曲豆丿夫	-1000	100
𧰆	豆田艹	-1000	100
𧰇	壴臼人	-1000	100
𧰈	矛夂力豆	-1000	100
𧰉	豆大丷日小	-1000	100
𧰊	壴口衣	-1000	100
𧰋	壴䒑	-1000	100
𧰌	釆夕又豆	-1000	100
𧰍	儿丩卜月豆	-1000	100
𧰎	豆火火冖力	-1000	100
𧰏	豆白口	-1000	100
𧰐	豆癶豆	-1000	100
𧰑	口一ㄅ虎豆	-1000	100
𧰒	壴囗戈口一	-1000	100
𧰓	而瓦壴	-1000	100
𧰔	木木癶豆	-1000	100
𧰕	壴二欠皿	-1000	100
𧰖	曲豆	-1000	100
𧰗	豆宀心皿丁	-1000	100
𧰘	壴覀日十	-1000	100
𧰙	山豆幺幺戊丶	-1000	100
𧰚	曲豆大丶皿	-1000	100
𧰛	而方瓦豆	-1000	100
𧰜	虍豆千田土	-1000	100
𧰝	士冖豆二欠皿	-1000	100
𧰞	曲豆二戈皿	-1000	100
𧰟	曲豆土厶皿	-1000	100
𧰠	壴巛	-1000	100
𧰡	壴厂禾禾止	-1000	100
𧰢	曲豆米舛	-1000	100
𧰣	壴⺿千黑	-1000	100
𧰤	豆隹隹又又	-1000	100
𧰥	止冖巾癶豆	-1000	100
𧰦	乙豕	-1000	100
𧰧	𧰧	-1000	100
𧰨		-1000	100
𧰩	豕丁	-1000	100
𧰪	干豕	-1000	100
𧰫	豕㇏	-1000	100
𧰬	一丷豕	-1000	100
𧰭	豕丿七	-1000	100
𧰮	日豕	-1000	100
𧰯	豕厶	-1000	100
𧰰	豕尤	-1000	100
