单字	拆分	编码权重	词库权重
浞	氵足	787	9922660
浟	氵亻丨攵	1	9000001
浠	氵㐅巾	685	9996178
浡	氵十冖子	1	9906878
浢	氵豆	1	9000001
浣	氵宀二儿	2814	9993280
浤	氵宀厶	1	9000001
浥	氵邑	1	9515362
浦	氵甫	10990	9967480
浧	氵口王	1	9000001
浨	氵宀木	1	9000001
浩	氵口	13324	9984946
浪	氵丶艮	29376	9987192
浫	氵㓁干	1	9000001
浬	氵田土	1	9333604
浭	氵一日	1	9000001
浮	氵爫子	23941	9989034
浯	氵五口	822	9881284
浰	氵禾刂	1	9515036
浱	氵辰	1	9000001
浲	氵夂丰	1	9000001
浳	氵弋⺝	1	9000001
浴	氵谷	7958	9969056
浵	氵丹彡	1	9000001
浶	氵宀牛	1	9000001
海	氵母	257683	9998336
浸	氵彐冖又	6744	9977562
浹	氵大人人	1	9000001
浺	氵忄口丨	1	9000001
浻	氵口	1	9000001
浼	氵儿	1168	9984912
浽	氵爫女	1	9000001
浾	氵土	1	9000001
浿	氵貝	1	9000001
涀	氵見	1	9000001
涁	氵木彡	1	9000001
涂	氵亼木	15313	9989382
涃	氵囗木	1	9000001
涄	氵由一ㄅ	1	9000001
涅	氵日土	5128	9979684
涆	氵日干	1	9000001
涇	氵一巛工	1	9000001
消	氵⺌⺝	107995	9990630
涉	氵止	25608	9982848
涊	氵刀丶心	1	9000001
涋	氵宀犬	1	9000001
涌	氵龴	13262	9992580
涍	氵耂子	1	9000001
涎	氵丿止廴	1903	9947296
涏	氵壬廴	1	9000001
涐	氵丿扌	1	9000001
涑	氵木口	1009	9943956
涒	氵丿口	1	9826694
涓	氵口⺝	2128	9998796
涔	氵山亽ヿ	1446	9994474
涕	氵丷弓	5645	9922658
涖	氵亻立	1	9920208
涗	氵八口儿	1	9965758
涘	氵厶矢	1	9980798
涙	氵户大	1	9961958
涚	氵丷口儿	1	9954812
涛	氵寸	9324	9974428
涜	氵士冖儿	1	9946550
涝	氵艹冖力	1002	9946174
涞	氵未丷	1820	9961278
涟	氵车辶	1556	9969970
涠	氵囗韦	786	9905258
涡	氵口冂人	3381	9952964
涢	氵口贝	1	9960906
涣	氵⺈冂大	2217	9946548
涤	氵夂木	2824	9934810
涥	氵了	-1000	100
润	氵门王	20548	9990698
涧	氵门日	2547	9966370
涨	氵弓长	10866	9992210
涩	氵刀丶止	2915	9965994
涪	氵立口	921	9911350
涫	氵宀㠯	2019	9909210
涬	氵土	1	9000001
涭	氵爫冖又	1	9000001
涮	氵尸巾刂	609	9933286
涯	氵厂土土	5267	9935972
涰	氵又又又又	1	9000001
涱	氵長	1	9000001
液	氵亠亻	16213	9990614
涳	氵穴工	1	9946944
涴	氵宀夕⺋	1	9000001
涵	氵乛氺凵	5518	9966278
涶	氵千艹士	1	9000001
涷	氵木日	1	9000001
涸	氵囗十口	1613	9924860
涹	氵禾女	1	9000001
涺	氵尸十口	1	9000001
涻	氵人	1	9000001
涼	氵小	1	9000001
涽	氵氏日	1	9333276
涾	氵水日	1	9000001
涿	氵豕丶	2026	9930566
淀	氵宀疋	2097	9934212
淁	氵立女	1	9000001
淂	氵日一寸	1	9000001
淃	氵丷夫⺋	1	9000001
淄	氵巛田	2533	9905254
淅	氵木斤	1136	9905252
淆	氵㐅⺝	1626	9806186
淇	氵	1285	9972396
淈	氵尸屮凵	1	9000001
淉	氵田木	1	9711512
淊	氵⺈臼	1	9000001
淋	氵木木	6705	9974078
淌	氵尚	6542	9970664
淍	氵⺆土口	1	9000001
淎	氵㇏	1	9000001
淏	氵日一大	1	9513368
淐	氵日曰	1	9000001
淑	氵⺊一小又	6135	9988460
淒	氵一肀女	1	9333270
淓	氵艹方	1	9000001
淔	氵十目一	1	9000001
淕	氵土八土	1	9000001
淖	氵⺊日十	1421	9970230
淗	氵勹米	1	9000001
淘	氵勹缶	5016	9973250
淙	氵宀示	1609	9933284
淚	氵户犬	1	9000001
淛	氵牛巾刂	1	9711504
淜	氵月月	1	9000001
淝	氵月巴	932	9937112
淞	氵木八厶	1294	9954010
淟	氵	1	9000001
淠	氵田丌	807	9904420
淡	氵火火	22812	9989390
淢	氵戈口一	1	9000001
淣	氵臼儿	1	9000001
淤	氵方人゛	1838	9971112
淥	氵彑氺	1	9711496
淦	氵金	1101	9921660
淧	氵宀心丿	1	9000001
淨	氵爫	1	9943276
淩	氵土八夊	1	9000001
淪	氵亼	1	9000001
淫	氵爫壬	12170	9975882
淬	氵亠人人十	342	9938892
淭	氵户木	1	9000001
淮	氵隹	25779	9988408
淯	氵⺝	1	9904418
淰	氵亽ヿ心	1	9000001
深	氵㓁木	137677	9998530
淲	氵虎	1	9000001
淳	氵子	6747	9964486
淴	氵勹心	1	9000001
淵	氵片爿一	1	9000001
淶	氵木人人	1	9000001
混	氵日匕	28828	9994048
淸	氵円	1	9826676
淹	氵大日乚	6528	9960792
淺	氵戈戈	1	9000001
添	氵一大⺗	12838	9989060
淼	水水水	634	9942156
淽	氵艹止	1	9000001
淾	金水	1	9512368
淿	氵白巾	1	9000001
渀	氵大十廾	1	9000001
渁	氵水水	1	9000001
渂	氵日文	1	9000001
渃	氵艹口	1	9000001
渄	氵非	1	9000001
清	氵⺝	175235	9999166
渆	氵䒑廾刂	1	9812146
渇	氵曰勹匕	1	9000001
済	氵斉	1	9906026
渉	氵止小丿	1	9000001
渊	氵丿米丨	11542	9971488
渋	氵止冫	1	9000001
渌	氵氺	1558	9947646
渍	氵贝	1386	9942154
渎	氵十乛゛大	3238	9957174
渏	氵大可	-1000	100
渐	氵斤	51895	9995948
渑	氵黾	581	9850904
渒	氵白丿十	1	9000001
渓	氵爫夫	1	9000001
渔	氵鱼	13019	9982670
渕	氵䒑大刂	1	9000001
渖	氵宀日丨	921	9884100
渗	氵厶大彡	3782	9970228
渘	氵矛木	1	9853574
渙	氵⺈大	1	9734012
渚	氵耂日	2062	9967420
減	氵戊一口	1	9000001
渜	氵而大	1	9000001
渝	氵亼⺝刂	1678	9985236
渞	氵䒑自	1	9333092
渟	氵丁	1	9511628
渠	氵匚コ木	9632	9984704
渡	氵广廿又	25191	9992208
渢	氵風	1	9000001
渣	氵木日一	1590	9971438
渤	氵十冖子力	2450	9955884
渥	氵尸土	2665	9953618
渦	氵冎口	1	9000001
渧	氵冖巾	1	9000001
渨	氵田一	1	9000001
温	氵日皿	51559	9993872
渪	氵丿口⽱	1	9000001
渫	氵廿㇗木	890	9845010
測	氵貝刂	1	9711372
渭	氵田⺝	4283	9952346
渮	氵艹可	1	9711370
港	氵艹巳	37186	9996716
渰	氵亼口廾	1	9826660
渱	氵虫工	1	9000001
渲	氵宀一日一	2717	9940146
渳	氵弓耳	1	9332950
渴	氵曰勹人㇗	10010	9975340
渵	氵艹田	1	9000001
渶	氵艹冂大	1	9951156
渷	氵六口儿	1	9812130
游	氵方子	80450	9997660
渹	氵勹言	1	9332888
渺	氵目小丿	3115	9927816
渻	氵小丿目	1	9000001
渼	氵大	1	9763788
渽	氵十戈口	1	9000001
渾	氵冖車	1	9841816
渿	氵木示	1	9817354
湀	氵癶一大	1	9934804
湁	氵扌亼口	1	9990484
湂	氵口口二ㄅ	1	9000001
湃	氵	1765	9903572
湄	氵目	1055	9858560
湅	氵木囗丷	1	9976860
湆	氵音	1	9000001
湇	氵立⺝	1	9911348
湈	氵甘木	1	9332882
湉	氵忄舌	1	9879728
湊	氵㇏一大	1	9000001
湋	氵韋	1	9000001
湌	氵食	1	9000001
湍	氵山而	1445	9952088
湎	氵面	1075	9909986
湏	氵頁	1	9000001
湐	氵木白	1	9332880
湑	氵疋⺝	1	9510876
湒	氵口耳	1	9000001
湓	氵八刀皿	809	9890484
湔	氵䒑⺝刂	648	9856114
湕	氵聿廴	1	9817352
湖	氵十口月	55298	9998748
湗	氵土土寸	1	9970282
湘	氵木目	12725	9995356
湙	氵亠大	1	9000001
湚	氵丿幺⺝乚	1	9000001
湛	氵㇗	4022	9907680
湜	氵日疋	1	9930148
湝	氵匕白	1	9850888
湞	氵⺊貝	1	9858556
湟	氵白王	2102	9924452
湠	氵山火	1	9332848
湡	氵田⽱	1	9971170
湢	氵一口田	1	9332846
湣	氵民日	1	9845002
湤	氵方也	1	9000001
湥	氵穴犬	1	9332844
湦	氵日生	1	9711332
湧	氵龴力	1	9000001
湨	氵目犬	1	9799732
湩	氵千田土	1	9000001
湪	氵彑	1	9990330
湫	氵禾火	1227	9919718
湬	禾火水	1	9510736
湭	氵丷酉	1	9895026
湮	氵覀土	2119	9911346
湯	氵日一勹	1	9763776
湰	氵夂一生	1	9952228
湱	氵丰石	1	9000001
湲	氵爫一又	1	9750244
湳	氵十冂	1	9874870
湴	氵䒑业	1	9987642
湵	氵㇏	1	9956970
湶	氵白水	1	9898112
湷	氵㇏日	1	9000001
湸	氵几	1	9332842
湹	氵厂田土	1	9860966
湺	氵亻口木	1	9000001
湻	氵日	1	9750242
湼	氵臼工	1	9784652
湽	氵巛一田	1	9000001
湾	氵亠弓	41974	9992016
湿	氵日业	11825	9992014
満	氵艹両	1	9957922
溁	氵艹冖木	1	9000001
溂	氵木口刂	1	9965292
溃	氵口丄贝	18567	9974464
溄	氵山夂	-1000	9774986
溅	氵贝一戈	2401	9978740
溆	氵亼木又	1739	9905244
溇	氵米女	1	9763774
溈	氵丶丿ヿヿヿ灬	1	9000001
溉	氵旡	2216	9884092
溊	氵二コ又	-1000	100
溋	氵乃又皿	-1000	100
溌	氵癶二儿	1	9000001
溍	氵一业日	1	9901834
溎	氵木土土	1	9332824
溏	氵广肀口	85	9903568
源	氵厂白小	68343	9995628
溑	氵⺌貝	1	9000001
溒	氵土口	1	9000001
溓	氵䒑	1	9000001
溔	氵灬	1	9000001
溕	氵冖一豕	1	9000001
準	氵隹十	1	9817344
溗	氵禾北	1	9000001
溘	氵土厶皿	164	9750232
溙	氵㇏氺	1	9000001
溚	氵艹亼口	1	9000001
溛	氵穴瓜	1	9000001
溜	氵刀田	10077	9990990
溝	氵一冂土	1	9000001
溞	氵又丶虫	1	9831080
溟	氵冖日六	741	9860964
溠	氵工	1	9000001
溡	氵日土寸	1	9000001
溢	氵皿	6961	9963110
溣	氵亻亼	1	9000001
溤	氵馬	1	9000001
溥	氵甫寸	2105	9899154
溦	氵山一几攵	1	9000001
溧	氵覀木	375	9853562
溨	氵十戈木	1	9000001
溩	氵烏	1	9000001
溪	氵爫幺大	15466	9988626
溫	氵囗人皿	1	9510430
溬	氵乚厶	1	9000001
溭	氵田八夊	1	9000001
溮	氵一巾	1	9000001
溯	氵䒑月	3152	9965518
溰	氵山豆	1	9000001
溱	氵㇏禾	296	9510400
溲	氵臼丨又	717	9884086
溳	氵口貝	1	9000001
溴	氵自犬	239	9965682
溵	氵㐆殳	1	9000001
溶	氵宀谷	5632	9983860
溷	氵囗豕	257	9799724
溸	氵糸	1	9000001
溹	氵十冖糸	1	9000001
溺	氵弓冫弓冫	3760	9949218
溻	氵⺜羽	86	9000086
溼	氵一幺幺土	1	9000001
溽	氵辰寸	104	9733954
溾	氵鬼	1	9844998
溿	氵田丷	1	9911340
滀	氵亠幺田	1	9978334
滁	氵阝亼木	783	9867434
滂	氵冖方	909	9927814
滃	氵八厶羽	1	9984582
滄	氵人口	1	9987918
滅	氵戊一火	1	9970096
滆	氵鬲	1	9977630
滇	氵十目	1565	9982040
滈	氵高	1	9958014
滉	氵日光	1	9774978
滊	氵气米	1	9000001
滋	氵䒑幺幺	11040	9980012
滌	氵亻丨夂木	1	9000001
滍	氵屮一虫	1	9000001
滎	火火冖水	1	9000001
滏	氵八乂	314	9863268
滐	氵舛木	1	9932972
滑	氵骨	17351	9994162
滒	氵可可	1	9000001
滓	氵宀辛	1252	9850886
滔	氵爫臼	4649	9901832
滕	月丷夫氺	2337	9947640
滖	氵衣口一	1	9000001
滗	氵⺮毛	15	9733948
滘	氵㓁工口	1	9774970
滙	氵匚隹	1	9332748
滚	氵衣八厶	15899	9993748
滛	氵爫缶	1	9000001
滜	氵白大十	1	9000001
滝	氵竜	1	9000001
滞	氵卅冖巾	7243	9973086
滟	氵丰⺈巴	337	9774962
滠	氵耳又又	62	9763770
满	氵艹两	123653	9998320
滢	氵艹冖玉	311	9763760
滣	氵辰口	1	9000001
滤	氵虍心	2114	9961728
滥	氵〢皿	7574	9973678
滦	氵亠木	1509	9927812
滧	氵六乂攵	-1000	100
滨	氵宀	5641	9983316
滩	氵又隹	8307	9988604
滪	氵予页	1	9000001
滫	氵亻丨夂⺝	1	9000001
滬	氵户邑	1	9000001
滭	氵田艹	1	9000001
滮	氵虎彡	1	9000001
滯	氵艹冖巾	1	9000001
滰	氵音儿	1	9000001
滱	氵宀二儿攴	1	9763750
滲	氵厶厶厶人彡	1	9332640
滳	氵口	1	9000001
滴	氵冂十口	11007	9989526
滵	氵宀心丿山	1	9000001
滶	氵龶刀攵	1	9000001
滷	氵鹵	1	9000001
滸	氵言十	1	9000001
滹	氵虍丿丷	359	9774954
滺	氵亻丨攵心	1	9763742
滻	氵厂生	1	9000001
滼	氵木木凡	1	9000001
滽	氵广肀	1	9000001
滾	氵衣八口	1	9000001
滿	氵廿㒳	1	9000001
漀	士殳水	1	9000001
漁	氵魚	1	9909974
漂	氵覀示	14059	9972044
漃	氵宀⺊一小又	1	9000001
漄	氵山厂土土	1	9000001
漅	氵巛田木	1	9806132
漆	氵木人氺	7236	9987182
漇	氵彳止龰	1	9000001
漈	氵又示	1	9799702
漉	氵鹿	989	9844984
漊	氵口丨女	1	9841802
漋	氵阝夂一生	1	9000001
漌	氵廿口	1	9000001
漍	氵囗戈口一	1	9000001
漎	氵彳人人龰	1	9000001
漏	氵尸雨	11219	9986194
漐	土丸水	1	9000001
漑	氵白匕旡	1	9711254
漒	氵弓口虫	1	9000001
漓	氵亠㐅凵禸	1633	9942856
演	氵宀一由八	55491	9993856
漕	氵一曲曰	3886	9967782
漖	氵耂子攵	1	9000001
漗	氵囱心	1	9000001
漘	氵辰⺝	1	9000001
漙	氵一日寸	1	9000001
漚	氵匸口口口	1	9000001
漛	氵丷夫氺	1	9000001
漜	氵木木土	1	9000001
漝	氵羽白	1	9000001
漞	氵爫見	1	9000001
漟	氵土	1	9000001
漠	氵艹日大	11063	9967618
漡	氵日一勹	1	9817316
漢	氵廿口夫	1	9000001
漣	氵車辶	1	9000001
漤	氵木木女	80	9332610
漥	氵穴土土	1	9000001
漦	未攵厂水	1	9000001
漧	氵十日十乙	1	9000001
漨	氵夂丰辶	1	9000001
漩	氵方疋	836	9976126
漪	氵犭大可	1014	9879722
漫	氵曰罒又	17538	9983430
漬	氵貝	1	9000001
漭	氵艹犬廾	29	9332600
漮	氵广氺	1	9508748
漯	氵田糸	145	9853546
漰	氵山月月	1	9000001
漱	氵木口欠	2020	9938090
漲	氵弓長	1	9000001
漳	氵音十	2609	9947808
漴	氵山宀示	1	9711244
漵	氵亼木攵	1	9000001
漶	氵口口丨心	62	9332592
漷	氵子阝	1	9750172
漸	氵車斤	1	9508724
漹	氵一止一ㄅ灬	1	9000001
漺	氵大爻爻	1	9000001
漻	氵羽人彡	1	9000001
漼	氵山隹	1	9332590
漽	氵尸氺牛	1	9834934
漾	氵丶水	1323	9930144
漿	爿寸水	1	9000001
潀	氵罒亻人人	1	9000001
潁	匕水頁	1	9000001
潂	氵山䒑业	1	9000001
潃	氵彳夊⺝	1	9981562
潄	氵木口攵	1	9858540
潅	氵一隹	1	9863256
潆	氵艹冖糸	209	9711242
潇	氵艹肀八	2510	9918108
潈	氵罒	-1000	9901830
潉	氵山日匕	1	9000001
潊	氵亼木攴	1	9000001
潋	氵亼⺍一攵	130	9332586
潌	氵穴土	-1000	9834932
潍	氵纟隹	426	9885474
潎	氵㡀攵	1	9822100
潏	氵矛口	1	9711240
潐	氵隹灬	1	9000001
潑	氵癶弓殳	1	9711238
潒	氵象	1	9000001
潓	氵一日心	1	9000001
潔	氵丰刀糸	1	9000001
潕	氵卌一灬	1	9953138
潖	氵王王巴	1	9888116
潗	氵隹木	1	9929772
潘	氵釆田	11668	9977698
潙	氵爫丿ヿヿヿ灬	1	9858538
潚	氵肀片爿一	1	9888112
潛	氵旡旡曰	1	9000001
潜	氵夫夫曰	33283	9990880
潝	氵亼口羽	1	9000001
潞	氵⻊夂口	3405	9946542
潟	氵臼勹灬	1	9943948
潠	氵巳巳艹	1	9332478
潡	氵子攵	1	9871226
潢	氵黄	962	9912662
潣	氵門文	1	9806122
潤	氵門王	1	9895022
潥	氵覀米	1	9911996
潦	氵大丷日小	2168	9910678
潧	氵丷囗⺌曰	1	9915212
潨	氵血丿	1	9774920
潩	氵田艹	1	9812098
潪	氵矢口日	1	9900014
潫	氵丷夫糸	1	9865430
潬	氵口口田十	1	9881266
潭	氵覀日十	5978	9984230
潮	氵十日十月	22023	9990470
潯	氵彐工口寸	1	9939644
潰	氵口丄貝	1	9968266
潱	氵士冖豆	1	9711212
潲	氵禾⺌⺝	12	9792700
潳	氵尸耂日	1	9332470
潴	氵犭耂日	346	9865428
潵	氵艹一⺝攵	1	9985998
潶	氵黑	1	9858532
潷	氵⺮聿	1	9000001
潸	氵木木⺝	372	9750164
潹	氵木木木	1	9958544
潺	氵尸子子子	849	9812094
潻	氵禾人氺	1	9954932
潼	氵立田土	2812	9850872
潽	氵䒑业日	1	9000001
潾	氵米舛	1	9000001
潿	氵囗韋	1	9774912
澀	氵刀丶止刀丶止	1	9000001
澁	氵止止止	1	9000001
澂	氵山一王攵	1	9885472
澃	彡頁水	1	9763718
澄	氵癶豆	7289	9979062
澅	氵田一	1	9000001
澆	氵土土土一儿	1	9000001
澇	氵火火冖力	1	9332460
澈	氵⺝攵	2006	9904400
澉	氵工耳攵	79	9750160
澊	氵丷酉寸	1	9711208
澋	氵日小	1	9000001
澌	氵斤	136	9763716
澍	氵壴寸	419	9831062
澎	氵壴彡	1177	9906020
澏	氵口口口山	1	9332456
澐	氵⻗云	1	9000001
澑	氵田	1	9000001
澒	氵工頁	1	9784574
澓	氵彳日夊	1	9000001
澔	氵白口	1	9000001
澕	氵艹一艹	1	9000001
澖	氵門木	1	9332454
澗	氵門日	1	9863252
澘	氵木木日	1	9867418
澙	氵臼一ㄅ灬	1	9000001
澚	氵丿冂米一ㄅ	-1000	100
澛	氵鱼日	1	9332452
澜	氵门木囗丷	3705	9969114
澝	氵宀心	-1000	100
澞	氵虍口一大	1	9000001
澟	氵㐭禾	1	9000001
澠	氵黽	1	9000001
澡	氵口口口木	3358	9950336
澢	氵田	1	9000001
澣	氵十日十人干	1	9508264
澤	氵罒土	1	9000001
澥	氵角刀牛	1	9332450
澦	氵予頁	1	9000001
澧	氵曲豆	930	9981026
澨	氵⺮工人人	1	9000001
澩	爻冖水	1	9000001
澪	氵⻗亽龴	1	9000001
澫	氵艹田⽱	1	9000001
澬	氵冫欠貝	1	9000001
澭	氵亠乡隹	1	9000001
澮	氵亼囗⺌曰	1	9000001
澯	氵歺又米	1	9000001
澰	氵亼口口人人	1	9000001
澱	氵尸艹殳	1	9000001
澲	氵业䒑未	1	9000001
澳	氵丿冂米大	12909	9980428
澴	氵罒一口	1	9332432
澵	氵立木斤	1	9000001
澶	氵㐭日一	978	9994992
澷	氵曰罒方	1	9000001
澸	氵戊一口心	1	9000001
澹	氵⺈厂八言	4746	9978990
澺	氵音心	1	9000001
澻	氵丷豕辶	1	9000001
澼	氵尸口辛	1	9000001
澽	氵虍豕	1	9000001
澾	氵土羊辶	1	9000001
澿	氵木木示	1	9000001
激	氵白方攵	57494	9987930
濁	氵罒勹虫	1	9000001
濂	氵广䒑	827	9988376
濃	氵曲辰	1	9826630
濄	氵冎口辶	1	9921654
濅	氵宀彐冖巾又	1	9955532
濆	氵十艹貝	1	9971294
濇	氵土人人囗口	1	9968264
濈	氵口耳	1	9953872
濉	氵目隹	1554	9946168
濊	氵止戊一	1	9950666
濋	氵木木疋	1	9943718
濌	千田土水日	1	9000001
濍	氵艹勹丶心	1	9000001
濎	氵鼎	1	9000001
濏	氵王王心丿	1	9000001
濐	氵日耂日	1	9000001
濑	氵木口⺈贝	616	9831052
濒	氵止页	2047	9966594
濓	氵厂	1	9955296
濔	氵一	1	9000001
濕	氵日幺幺灬	1	9000001
濖	氵罒耂日	1	9000001
濗	氵艹日大巾	1	9000001
濘	氵宀心皿丁	1	9000001
濙	氵火火冖火	1	9909968
濚	氵火火冖木	1	9000001
濛	氵艹冖一豕	1	9922644
濜	氵灬皿	1	9000001
濝	氵糸	1	9000001
濞	氵鼻	172	9952836
濟	氵齊	1	9000001
濠	氵豕	2247	9950664
濡	氵⻗而	935	9976858
濢	氵羽亠人人十	1	9000001
濣	氵十日十人斗	1	9000001
濤	氵士乛工一口寸	1	9000001
濥	氵夕宀一由八	1	9000001
濦	氵爫工彐心	1	9000001
濧	氵业寸	1	9000001
濨	氵䒑幺幺心	1	9000001
濩	氵艹隹又	1	9806114
濪	氵⺝⺈巴	1	9000001
濫	氵臣皿	1	9000001
濬	氵目	1	9904398
濭	氵艹土厶皿	1	9000001
濮	氵亻业⺶㇏	2654	9978944
濯	氵羽隹	978	9908424
濰	氵糹隹	1	9000001
濱	氵宀一貝	1	9000001
濲	氵士冖禾殳	1	9000001
濳	氵儿儿曰	1	9000001
濴	氵火火冖水	1	9000001
濵	氵宀貝	1	9000001
濶	氵門舌	1	9000001
濷	水氵廿㒳	1	9000001
濸	氵艹人口	-1000	9332410
濹	氵黑土	-1000	100
濺	氵貝戈戈	1	9930558
濻	氵阝口丄貝	1	9000001
濼	氵白幺幺木	1	9000001
濽	氵夫夫貝	1	9000001
濾	氵虍田心	1	9000001
濿	氵厂艹田⽱	1	9000001
瀀	氵心夂	1	9799682
瀁	氵⺶㇏丶艮	1	9000001
瀂	氵魚日	1	9000001
瀃	氵貝日勹	1	9955968
瀄	氵⺮卩	1	9000001
瀅	氵火火冖玉	1	9000001
瀆	氵士罒貝	1	9000001
瀇	氵广黄	1	9000001
瀈	氵羽冖車	1	9000001
瀉	氵宀臼勹灬	1	9000001
瀊	氵舟殳皿	1	9000001
瀋	氵宀釆田	1	9000001
瀌	氵鹿灬	1	9000001
瀍	氵广田土八土	1	9750144
瀎	氵艹罒戊丶	1	9000001
瀏	氵刀金刂	1	9000001
瀐	氵十戈韭	1	9000001
瀑	氵日艹氺	1748	9938088
瀒	氵木人人一囗口	1	9000001
瀓	氵彳山一王攵	1	9000001
瀔	氵士冖一禾殳	1	9000001
瀕	氵止頁	1	9000001
瀖	氵⻗隹	1	9000001
瀗	氵宀丰罒心	1	9000001
瀘	氵虍田皿	1	9332408
瀙	氵立木見	1	9000001
瀚	氵十日十人羽	1285	9921652
瀛	氵亡口月女凡	2115	9988602
瀜	氵鬲虫	1	9000001
瀝	氵厂禾禾止	1	9332406
瀞	氵⺝⺈	1	9000001
瀟	氵艹肀片爿一	1	9000001
瀠	氵火火冖糸	1	9000001
瀡	氵阝工⺝辶	1	9000001
瀢	氵口丄貝辶	1	9000001
瀣	氵歺又韭	116	9507982
瀤	氵衣罒水	1	9000001
瀥	氵羽高	1	9000001
瀦	氵豕耂日	1	9000001
瀧	氵龍	1	9000001
瀨	氵木口⺈貝	1	9000001
